1 21.838707 22.658180 22.658180
3 12.228531 12.381081 12.381081
5 6.326088 8.420517 8.420517
7 25.028999 24.291771 24.291771
9 3.324944 3.860527 3.860527
11 5.852409 5.388741 5.388741
13 5.908394 3.287300 3.287300
15 2.520058 5.307556 5.307556
17 8.953072 8.853806 8.853806
19 0.915756 0.909927 0.909927
21 4.730675 4.422348 4.422348
23 23.048470 22.122749 22.122749
25 3.517616 3.712921 3.712921
27 1.097748 1.643661 1.643661
29 1.507385 7.285965 7.285965
31 0.034729 0.750137 0.750137
33 3.061188 2.349319 2.349319
35 4.459740 2.348633 2.348633
37 5.459755 5.870125 5.870125
39 4.361206 4.150581 4.150581
41 5.362404 3.588081 3.588081
43 14.427879 14.287056 14.287056
45 6.147987 6.450958 6.450958
47 11.804863 11.545036 11.545036
49 10.305725 10.426033 10.426033
51 9.773224 9.017822 9.017822
53 4.677246 3.609230 3.609230
55 24.922424 25.553085 25.553085
57 6.080780 5.320213 5.320213
59 24.658211 22.101074 22.101074
61 28.276993 28.606537 28.606537
63 14.071068 16.113174 16.113174
65 6.883545 5.730858 5.730858
67 22.666496 23.849052 23.849052
69 11.022247 9.396309 9.396309
71 0.517982 0.812927 0.812927
73 11.646164 14.669518 14.669518
75 4.277603 2.956146 2.956146
77 0.067902 0.979919 0.979919
79 0.939156 0.813637 0.813637
81 3.947227 1.148552 1.148552
83 2.349136 3.231781 3.231781
85 9.247711 7.662270 7.662270
87 2.695366 0.235161 0.235161
89 8.419998 10.219109 10.219109
91 10.123016 10.893608 10.893608
93 17.015999 14.254387 14.254387
95 5.978813 3.018135 3.018135
97 3.968361 2.147842 2.147842
99 1.999031 3.608994 3.608994
101 2.132454 1.871094 1.871094
103 3.631798 3.618187 3.618187
105 15.249840 16.977989 16.977989
107 10.403481 11.222237 11.222237
109 3.616745 5.781570 5.781570
111 3.100471 1.103966 1.103966
113 9.504005 10.038139 10.038139
115 4.235413 6.497955 6.497955
117 16.570229 13.093513 13.093513
119 1.804245 1.530426 1.530426
121 8.186401 4.960999 4.960999
123 1.204704 0.388229 0.388229
125 0.724770 1.959053 1.959053
127 16.532555 17.999535 17.999535
129 10.024796 10.228867 10.228867
131 2.833084 1.632973 1.632973
133 10.593620 12.256866 12.256866
135 19.380661 20.338905 20.338905
137 3.202522 4.656265 4.656265
139 3.387238 5.264023 5.264023
141 5.451363 3.320099 3.320099
143 9.690414 9.557053 9.557053
145 4.026512 2.072479 2.072479
147 7.651482 8.995361 8.995361
149 11.444633 13.548820 13.548820
151 9.575981 10.941772 10.941772
153 1.883804 2.064438 2.064438
155 22.404915 21.866165 21.866165
157 1.668976 0.326492 0.326492
159 7.038864 7.848915 7.848915
161 17.154053 11.831551 11.831551
163 5.047791 2.192131 2.192131
165 5.725311 5.249634 5.249634
167 1.373032 1.008133 1.008133
169 15.811760 15.266113 15.266113
171 14.927330 16.531700 16.531700
173 7.263657 0.004570 0.004570
175 4.260414 4.980545 4.980545
177 4.000137 0.843819 0.843819
179 4.868553 9.693451 9.693451
181 10.478981 4.988770 4.988770
183 9.208458 5.472061 5.472061
185 6.602043 5.835823 5.835823
187 16.774979 16.563263 16.563263
189 32.700134 31.236542 31.236542
191 34.791607 38.287838 38.287838
193 28.791519 30.888229 30.888229
195 21.934147 29.266079 29.266079
197 18.763535 15.793770 15.793770
199 33.201008 29.486691 29.486691
201 6.499985 5.119171 5.119171
203 14.224068 3.676399 3.676399
205 9.244053 24.066021 24.066021
207 20.702374 21.042278 21.042278
209 11.646378 16.589043 16.589043
211 26.016655 31.579163 31.579163
213 13.865086 14.833622 14.833622
215 28.195625 27.091637 27.091637
217 9.135887 3.438423 3.438423
219 17.529697 19.554928 19.554928
221 35.183578 29.699677 29.699677
223 17.948009 15.624447 15.624447
225 3.716530 1.148506 1.148506
227 12.602486 13.174500 13.174500
229 7.481129 7.404900 7.404900
231 4.646519 1.051231 1.051231
233 2.549965 1.473915 1.473915
235 11.668789 18.602184 18.602184
237 25.039654 22.244129 22.244129
239 17.925529 13.761452 13.761452
241 19.251305 22.800148 22.800148
243 41.645267 43.770908 43.770908
245 10.636395 10.193687 10.193687
247 16.799965 14.219986 14.219986
249 14.729668 16.671150 16.671150
251 17.429192 19.607414 19.607414
253 12.899921 11.820950 11.820950
255 7.748100 6.616676 6.616676
257 9.089680 7.664211 7.664211
259 22.832275 23.064270 23.064270
261 15.856548 11.307987 11.307987
263 6.895592 6.235016 6.235016
265 33.056999 30.748390 30.748390
267 25.064163 22.762733 22.762733
269 11.594612 13.540039 13.540039
271 27.077141 32.048126 32.048126
273 48.673874 50.578117 50.578117
275 1.348198 2.821236 2.821236
277 1.184887 3.767578 3.767578
279 25.478851 21.939423 21.939423
281 6.739418 3.076118 3.076118
283 12.155495 13.193954 13.193954
285 51.981293 51.464668 51.464668
287 16.070107 8.457314 8.457314
289 36.777203 37.303310 37.303310
291 40.358906 42.603962 42.603962
293 6.213329 5.032497 5.032497
295 34.742764 37.461834 37.461834
297 6.945911 4.638763 4.638763
299 9.062866 6.197273 6.197273
301 14.515949 14.684193 14.684193
303 1.170235 1.428619 1.428619
305 5.153633 4.446152 4.446152
307 1.756752 3.522598 3.522598
309 2.608734 1.751114 1.751114
311 0.147484 1.958328 1.958328
313 10.690269 11.648148 11.648148
315 14.430489 14.899704 14.899704
317 3.883438 11.248619 11.248619
319 3.827995 3.303291 3.303291
321 8.053581 7.823189 7.823189
323 9.531090 7.862061 7.862061
325 6.160995 9.040642 9.040642
327 14.046623 10.645027 10.645027
329 2.961090 1.035133 1.035133
331 9.485298 12.886002 12.886002
333 10.133171 13.099907 13.099907
335 9.158493 10.346527 10.346527
337 14.448219 12.722824 12.722824
339 0.707947 1.592979 1.592979
341 0.695702 1.088394 1.088394
343 0.487648 0.159958 0.159958
345 7.051895 4.511414 4.511414
347 8.281487 8.425789 8.425789
349 0.736610 0.989738 0.989738
351 10.486763 10.810631 10.810631
353 6.274994 6.016808 6.016808
355 2.396446 2.863876 2.863876
357 13.222466 15.495712 15.495712
359 4.521851 2.589455 2.589455
361 10.707535 7.781006 7.781006
363 0.524841 0.657471 0.657471
365 14.176292 13.244804 13.244804
367 5.176041 1.710587 1.710587
369 15.946106 15.999039 15.999039
371 9.287872 8.801071 8.801071
373 2.784538 5.244606 5.244606
375 0.599510 0.485367 0.485367
377 8.166771 5.824966 5.824966
379 5.395943 7.082253 7.082253
381 10.711426 12.883041 12.883041
383 6.578804 7.159401 7.159401
385 4.286423 2.501869 2.501869
387 8.773033 8.518066 8.518066
389 7.094368 8.762184 8.762184
391 16.125473 16.004402 16.004402
393 0.232941 2.549370 2.549370
395 6.563309 4.663132 4.663132
397 8.277756 6.929932 6.929932
399 8.819572 9.570496 9.570496
401 2.969337 5.144524 5.144524
403 15.091103 15.027382 15.027382
405 9.344032 7.548111 7.548111
407 3.987862 8.671196 8.671196
409 0.146370 4.350288 4.350288
411 6.901253 4.836472 4.836472
413 3.550888 7.053658 7.053658
415 3.296982 0.749855 0.749855
417 14.038895 9.189728 9.189728
419 1.003090 0.822586 0.822586
421 7.172836 7.421616 7.421616
423 2.947639 0.677902 0.677902
425 0.572517 0.766319 0.766319
427 10.952667 10.511559 10.511559
429 2.311768 5.385757 5.385757
431 2.196075 5.902756 5.902756
433 10.427948 5.198860 5.198860
435 4.367958 2.224716 2.224716
437 12.946243 15.624977 15.624977
439 6.632797 8.966087 8.966087
441 7.545639 8.813736 8.813736
443 3.463440 4.795914 4.795914
445 7.775383 11.124001 11.124001
447 7.528885 4.424820 4.424820
449 1.202675 4.582932 4.582932
451 3.715218 8.324936 8.324936
453 14.095367 8.305214 8.305214
455 0.462395 3.428543 3.428543
457 13.974564 15.404411 15.404411
459 15.044411 14.973007 14.973007
461 2.240150 0.957092 0.957092
463 7.469147 3.990709 3.990709
465 10.714201 7.096199 7.096199
467 1.308447 0.749050 0.749050
469 26.357670 32.254158 32.254158
471 4.960794 0.673365 0.673365
473 23.550623 46.019638 46.019638
475 3.536873 1.516254 1.516254
477 37.173794 13.683987 13.683987
479 5.231304 7.335539 7.335539
481 4.936451 4.672001 4.672001
483 4.357090 1.547924 1.547924
485 1.298168 7.486847 7.486847
487 3.705986 4.010323 4.010323
489 10.299774 7.273659 7.273659
491 23.976940 28.787231 28.787231
493 4.425720 3.683525 3.683525
495 10.800335 5.360813 5.360813
497 7.522297 0.274731 0.274731
499 5.953663 3.223953 3.223953
501 11.472614 4.294609 4.294609
503 7.476597 5.124481 5.124481
505 40.890041 40.259350 40.259350
507 41.408581 40.482334 40.482334
509 22.410404 21.914101 21.914101
511 2.291180 3.012074 3.012074
513 1.196075 6.633118 6.633118
515 5.911179 5.478531 5.478531
517 12.198799 11.009361 11.009361
519 4.810741 7.436058 7.436058
521 12.751080 11.998032 11.998032
523 3.818016 2.000088 2.000088
525 8.976978 3.350464 3.350464
527 4.233276 1.465481 1.465481
529 10.784195 7.014057 7.014057
531 7.276833 5.735565 5.735565
533 12.627460 11.939030 11.939030
535 4.191536 4.401142 4.401142
537 4.870129 5.050335 5.050335
539 3.465656 2.354568 2.354568
541 5.591461 3.326588 3.326588
543 5.323994 4.625168 4.625168
545 6.900261 2.871731 2.871731
547 76.184128 77.683899 77.683899
549 9.896568 0.147644 0.147644
551 8.879166 6.797012 6.797012
553 7.681400 9.310574 9.310574
555 7.341061 4.428780 4.428780
557 12.369678 5.348892 5.348892
559 5.114510 5.054878 5.054878
561 16.099827 11.622837 11.622837
563 6.967476 0.704327 0.704327
565 5.166393 6.462143 6.462143
567 8.082024 8.729397 8.729397
569 3.528091 3.723339 3.723339
571 23.640293 23.885311 23.885311
573 37.438305 36.487766 36.487766
575 1.209995 2.737049 2.737049
577 2.744331 0.817661 0.817661
579 3.398403 1.234680 1.234680
581 13.040237 10.515945 10.515945
583 9.423286 9.403316 9.403316
585 77.134117 77.276138 77.276138
587 7.222324 5.663883 5.663883
589 2.543648 1.789062 1.789062
591 5.978668 2.193962 2.193962
593 69.190430 15.687035 15.687035
595 13.210999 12.267738 12.267738
597 3.144516 5.656349 5.656349
599 4.070076 4.941628 4.941628
601 2.567146 4.106422 4.106422
603 2.298958 2.721100 2.721100
605 6.651985 4.110405 4.110405
607 0.862442 3.420959 3.420959
609 2.718727 2.003952 2.003952
611 0.360481 3.770180 3.770180
613 3.950180 0.656570 0.656570
615 6.835785 1.632523 1.632523
617 0.567947 2.120384 2.120384
619 4.041939 0.711777 0.711777
621 27.813042 26.865646 26.865646
623 10.585938 11.348892 11.348892
625 7.665146 10.207771 10.207771
627 10.954124 6.566841 6.566841
629 26.394798 30.495880 30.495880
631 32.508636 35.797035 35.797035
633 6.152740 2.298294 2.298294
635 4.037254 3.703560 3.703560
637 8.947289 9.522079 9.522079
639 18.920372 20.770126 20.770126
641 7.372108 6.694855 6.694855
643 2.730461 9.341499 9.341499
645 3.560097 3.245209 3.245209
647 29.789795 25.972298 25.972298
649 35.194145 36.027824 36.027824
651 33.108109 38.202560 38.202560
653 10.481125 11.306839 11.306839
655 8.431717 6.929955 6.929955
657 13.887222 8.209724 8.209724
659 6.138710 2.587906 2.587906
661 8.698326 4.661423 4.661423
663 11.637054 26.367210 26.367210
665 19.204842 19.885101 19.885101
667 14.193504 13.073776 13.073776
669 14.753647 15.834503 15.834503
671 28.528061 31.937050 31.937050
673 22.075569 20.792778 20.792778
675 9.380402 7.438393 7.438393
677 28.972572 29.524910 29.524910
679 19.852516 16.389206 16.389206
681 13.985657 27.306053 27.306053
683 25.845108 28.728523 28.728523
685 3.716743 3.403221 3.403221
687 5.189957 4.285934 4.285934
689 9.554825 5.699440 5.699440
691 0.179001 0.144348 0.144348
693 6.525925 7.624947 7.624947
695 3.868195 3.318222 3.318222
697 0.175552 3.169083 3.169083
699 4.497070 9.093742 9.093742
701 3.299423 4.198822 4.198822
703 1.111412 1.636818 1.636818
705 4.483261 5.702194 5.702194
707 5.126556 8.287689 8.287689
709 13.409592 7.511513 7.511513
711 2.816788 3.985413 3.985413
713 34.929756 31.455559 31.455559
715 1.696884 8.076759 8.076759
717 0.929108 3.093094 3.093094
719 11.054268 4.656693 4.656693
721 5.166138 4.113205 4.113205
723 4.317734 10.611031 10.611031
725 1.112244 5.801323 5.801323
727 6.377876 2.542999 2.542999
729 31.933617 32.399284 32.399284
731 11.929054 8.155533 8.155533
733 6.624863 6.343918 6.343918
735 2.871185 4.901566 4.901566
737 27.491684 37.964172 37.964172
739 6.357956 0.167664 0.167664
741 4.025284 7.029251 7.029251
743 16.162819 10.625381 10.625381
745 4.174240 4.006516 4.006516
747 10.324974 12.551674 12.551674
749 13.124985 7.236732 7.236732
751 7.027306 6.482605 6.482605
753 10.762421 4.924568 4.924568
755 0.388016 0.396011 0.396011
757 26.810822 30.389320 30.389320
759 6.001740 0.051193 0.051193
761 12.059235 5.873718 5.873718
763 33.599709 35.644447 35.644447
765 14.228249 10.026123 10.026123
767 16.861015 17.250046 17.250046
769 1.356049 0.361649 0.361649
771 3.370132 0.645218 0.645218
773 7.344345 2.863998 2.863998
775 3.522583 1.157867 1.157867
777 3.635193 6.061859 6.061859
779 5.635239 2.126236 2.126236
781 7.714645 5.033188 5.033188
783 3.412125 6.838234 6.838234
785 45.910751 42.598740 42.598740
787 4.504791 2.703049 2.703049
789 14.971146 6.944275 6.944275
791 4.154663 8.764206 8.764206
793 14.879128 3.267654 3.267654
795 9.124809 8.163940 8.163940
797 40.034538 39.450600 39.450600
799 0.996780 0.892365 0.892365
799 0.892365 0.892365 0.892365
