1 0.396347 1.987762 0.808533
3 2.111191 3.367340 0.462997
5 2.374237 3.144714 1.710815
7 1.514130 2.435226 0.936493
9 1.715149 0.196854 2.796890
11 5.876404 10.150757 6.520386
13 5.705978 0.563507 0.243774
15 9.172821 3.152390 4.763657
17 0.765961 3.290634 0.425308
19 1.506805 1.619064 1.290512
21 3.298203 2.799438 2.611343
23 3.323944 9.643814 0.751450
25 0.001495 0.591080 1.518555
27 0.059296 3.110001 0.301712
29 8.675003 6.653961 4.502502
31 0.588623 1.204239 1.699295
33 2.408340 4.679413 2.532410
35 6.155457 4.459534 4.770462
37 1.163925 1.352112 1.125641
39 1.273956 0.187103 0.331924
41 0.426437 2.781265 0.318069
43 1.301376 2.036392 1.435699
45 2.372192 0.809982 1.129608
47 1.373184 3.117828 1.843872
49 2.541626 2.932373 1.875870
51 6.912384 2.269699 4.648529
53 1.529434 3.541565 0.116058
55 1.711273 1.788940 2.882568
57 1.672318 3.319519 2.525772
59 0.956375 3.449173 1.968063
61 3.588104 1.930420 4.327225
63 2.300781 0.544403 1.185898
65 1.420425 4.804199 2.158813
67 1.951111 4.837158 1.569427
69 1.790634 0.325165 0.303223
71 0.821381 0.514877 0.368591
73 0.970123 5.657745 0.469528
75 0.718567 1.354752 0.285965
77 0.655075 2.446289 1.002884
79 3.845734 2.710846 2.648849
81 0.296112 0.856415 0.233429
83 1.654587 2.064850 1.451370
85 1.908234 2.891617 1.592850
87 1.104736 2.275635 1.048386
89 0.672089 1.200974 0.592163
91 0.738953 1.787933 0.048767
93 1.438461 1.055618 1.994827
95 2.317413 2.146011 1.963989
97 0.385361 1.865173 2.026031
99 6.643524 7.260742 5.517548
101 8.210510 7.822037 8.266388
103 4.729309 6.994064 6.099487
105 1.106216 0.651901 0.230133
107 3.078766 1.353348 3.042664
109 1.374268 0.272842 1.015488
111 1.688049 5.464478 8.037231
113 0.891296 2.521362 1.625519
115 1.165634 2.559174 1.576553
117 3.506226 3.442963 3.562653
119 7.855942 8.919464 8.161896
121 2.930191 1.933807 2.254898
123 1.434799 2.126724 1.516006
125 0.749207 1.549057 0.579529
127 2.300919 1.273621 0.886612
129 12.329208 10.779999 10.507858
131 2.326462 0.741379 3.309967
133 3.357681 1.228592 2.546280
135 4.573273 4.488724 2.043289
137 2.862625 1.906311 3.518997
139 1.884048 2.891891 2.336411
141 8.300232 10.356583 9.458679
143 5.346954 1.831284 2.847977
145 2.192627 1.722916 3.251297
147 4.079330 3.766479 5.451691
149 3.413437 6.953720 7.761703
151 14.300522 11.315567 13.011902
153 1.139511 0.922882 1.510269
