1 -32.554060 16.504341
3 -24.766280 -38.696843
5 -104.658400 -168.136262
7 -32.224500 -1.930897
9 213.011260 171.982622
11 167.541220 222.136875
13 182.854980 177.650346
15 -33.322520 -3.972263
17 189.161280 204.163081
19 -70.259420 -83.895464
21 169.165920 158.752902
23 305.228000 303.908409
25 -78.244320 -76.684476
27 -386.155000 -345.914970
29 82.068140 -49.432453
31 78.478400 121.052005
33 53.588920 153.798489
35 70.799960 114.596945
37 -83.184640 -37.149967
39 -19.675040 -26.104576
41 -8.154300 -14.537216
43 -148.982680 -137.564126
45 60.087720 55.361980
47 -185.623900 -187.987686
49 -41.481440 -47.990411
51 249.335240 255.454563
53 375.316480 322.449936
55 -186.480140 -194.534727
57 -188.636140 -73.875240
59 -206.530940 -289.238075
61 18.569320 40.857593
63 -92.798860 -212.801632
65 -71.275820 48.286312
67 -61.915700 -104.298807
69 249.917360 299.480827
71 122.947440 114.442048
73 295.043980 188.382750
75 107.204020 87.342945
77 -183.575700 -51.135181
79 101.105620 1.840750
81 122.202080 162.313860
83 49.152180 -21.065347
85 174.786920 251.618555
87 -7.941780 -73.422784
89 -0.953260 -21.048678
91 -400.797320 -309.154645
93 34.737780 65.406840
95 314.357120 205.331780
97 316.932000 234.754948
99 -110.240900 -175.631862
101 -291.720660 -208.233351
103 61.070240 98.133664
105 63.263200 5.107830
107 418.268620 263.039041
109 128.905700 183.829057
111 509.735380 490.950530
113 -75.858860 25.997526
115 -463.142680 -432.225265
117 -327.926060 -321.181312
119 -409.633840 -443.240159
121 -323.205960 -318.440688
123 -441.231560 -455.433905
125 -450.477720 -453.352290
127 -72.546320 -69.933950
129 -125.334440 -217.599827
131 -302.947260 -335.318306
133 178.145660 162.730435
135 86.979200 -13.437099
137 -411.917660 -278.402832
139 -54.126380 -80.495731
141 -88.691680 -108.447819
143 -58.871120 -73.315639
145 -39.559520 65.882451
147 450.471560 314.989515
149 -480.543140 -376.049785
151 134.161720 111.809418
153 221.291840 146.009271
155 -246.401540 -376.975872
157 -41.265840 -67.428967
159 427.159040 298.889558
161 -169.567860 -132.542350
163 -93.146900 -355.065506
165 5.925920 118.206389
167 225.537620 329.736697
169 -104.716920 -170.670493
171 -127.832320 129.599134
173 528.606540 468.348669
175 -409.318140 -530.090790
177 -403.610900 -357.071069
179 -181.921740 -88.502038
181 141.141000 267.134108
183 27.040860 -206.194982
185 23.406460 70.952586
187 11.645480 78.923508
189 -660.814000 -437.105364
191 -258.489000 -402.229598
193 299.668600 214.165592
195 55.336820 122.133565
197 -563.984960 -471.121069
199 -502.756100 -541.567577
201 401.969260 218.733594
203 668.688020 595.163465
205 21.339780 226.464029
207 -165.588500 -218.470808
209 -12.156760 34.144856
211 -666.602860 -635.489596
213 -676.041520 -612.774971
215 -305.251100 -459.839432
217 483.452200 452.792814
219 -354.759020 -409.205276
221 -666.390340 -570.641982
223 -380.955960 -388.361662
225 273.433160 264.765675
227 259.011060 452.284228
229 228.157160 355.527985
231 392.065520 359.580493
233 533.405180 337.175662
235 508.891460 282.169947
237 601.736520 530.424948
239 339.822560 452.685813
241 -565.431020 -350.991005
243 -307.496420 -330.853751
245 -175.904960 -186.033933
247 -202.346760 -175.758890
249 -299.012560 -226.111965
251 -426.231960 -352.145808
253 -479.625300 -483.932902
255 -410.511640 -397.450803
257 509.910940 479.015916
259 -404.881400 -400.368261
261 -173.149900 -192.460382
263 613.072460 459.509097
265 -279.081880 -482.867478
267 -3.235540 0.638674
269 285.334280 385.548644
271 -119.818160 -54.402474
273 609.704480 540.597426
275 99.824340 11.079305
277 762.024340 629.629500
279 142.691780 55.054343
281 77.588280 -42.411544
283 356.827240 265.986398
285 67.050060 44.683228
287 174.672960 98.038118
289 -5.306840 12.608500
291 -112.429240 -155.208597
293 312.887960 307.795654
295 -208.579140 -250.562069
297 -227.227000 -200.339663
299 348.272540 328.137836
301 206.535560 260.024388
303 -83.015240 -129.189018
305 26.155360 138.907678
307 -451.797500 -415.887207
309 110.012980 112.546010
311 373.061920 352.061174
313 142.964360 77.662192
315 470.808800 444.485729
317 -47.257980 -31.738583
319 -213.936800 -246.671038
321 513.084880 500.926686
323 -522.814600 -454.300402
325 269.144260 222.897295
327 537.359900 498.547576
329 404.259240 328.104552
331 587.939660 530.325434
333 207.960060 296.371174
335 483.652400 454.567496
337 405.907040 410.730207
339 416.894940 478.849042
341 -98.595420 -173.100013
343 8.028020 99.177297
345 8.001840 58.922571
347 -414.316980 -384.070794
349 -141.932560 10.643249
351 -22.262240 149.163222
353 -403.164300 -347.553006
355 -217.435680 -227.305054
357 448.480340 477.834651
359 105.845740 199.715159
361 329.698600 268.536399
363 343.426160 350.503261
