1 -164.758250 -163.949719
3 -164.123750 -164.586740
5 -165.653500 -167.364317
7 -163.492000 -164.428496
9 -159.285500 -162.082392
11 -165.742250 -159.221862
13 -164.792250 -165.036023
15 -167.756750 -162.993094
17 -163.509750 -163.935055
19 -164.828500 -166.119013
21 -163.898000 -161.286647
23 -160.710750 -159.959303
25 -166.519000 -168.037546
27 -171.500250 -171.801951
29 -170.010000 -165.507489
31 -169.753250 -168.053956
33 -167.539000 -165.006590
35 -167.509500 -162.739037
37 -166.587250 -165.461605
39 -164.981000 -164.649080
41 -167.759000 -167.440937
43 -171.896000 -170.460291
45 -168.531250 -167.401636
47 -167.685250 -169.529129
49 -165.692000 -167.567871
51 -154.972000 -159.620527
53 -158.199500 -158.083441
55 -169.038500 -166.155932
57 -169.627000 -167.101229
59 -168.704250 -166.736193
61 -167.382500 -163.055275
63 -173.290000 -174.475884
65 -166.108500 -163.949697
67 -168.923000 -167.353571
69 -163.805500 -164.108725
71 -167.406000 -167.774593
73 -166.631750 -167.101272
75 -166.608750 -166.894712
77 -168.537000 -167.534125
79 -163.159750 -165.808587
81 -170.028500 -169.795081
83 -177.414750 -175.963374
85 -172.489500 -170.896658
87 -176.432000 -175.383628
89 -176.360250 -175.768089
91 -184.089000 -184.040233
93 -181.847500 -179.852677
95 -177.088500 -179.052486
97 -177.846250 -179.872289
99 -182.360250 -176.842691
101 -192.404250 -184.137865
103 -183.334500 -177.235012
105 -180.240750 -180.010614
107 -173.991500 -177.034169
109 -172.631250 -171.615762
111 -173.708500 -165.671271
113 -189.647500 -188.021992
115 -189.989000 -191.565547
117 -190.128250 -186.565596
119 -189.056000 -197.217893
121 -184.256250 -186.511149
123 -185.023750 -186.539750
125 -185.161750 -185.741268
127 -180.420250 -181.306865
129 -191.571750 -181.063889
131 -189.841500 -186.531538
133 -172.770250 -170.223975
135 -174.260500 -176.303793
137 -188.450250 -184.931266
139 -187.267500 -184.931085
141 -177.122500 -186.581181
