74349	94626	314.35712	205.33178	20277	109.02534
-61984	-21307	316.932	234.754948	40677	82.177052
-20944	-2992	-110.2409	-175.631862	17952	65.390962
-38912	12970.665856	-291.72066	-208.233351	51882.665856	83.487309
54810	5075	61.07024	98.133664	49735	37.063424
-37584	37584	63.2632	5.10783	75168	58.15537
-22655.999232	6143.999616	418.26862	263.039041	28799.998848	155.229579
33375.998808	-8344.000596	128.9057	183.829057	41719.999404	54.923357
-10137.667263	2981.667263	509.73538	490.95053	13119.334526	18.78485
-14298	19858.332539	-75.85886	25.997526	34156.332539	101.856386
-64152	-66825	-463.14268	-432.225265	2673	30.917415
-90753	-114023	-327.92606	-321.181312	23270	6.74474800000002
-64768	-60352	-409.63384	-443.240159	4416	33.606319
-51020.668426	5278	-323.20596	-318.440688	56298.668426	4.76527199999998
9810.332817	-28398.334366	-441.23156	-455.433905	38208.667183	14.202345
19413.33264	-12480	-450.47772	-453.35229	31893.33264	2.87457000000001
16512.666181	-9713.333819	-72.54632	-69.93395	26226	2.61237
-14588	15282.665972	-125.33444	-217.599827	29870.665972	92.265387
-44234	-124896	-302.94726	-335.318306	80662	32.371046
-19608.000516	28895.998968	178.14566	162.730435	48503.999484	15.415225
-53520	-16056	86.9792	-13.437099	37464	100.416299
-1396.000698	10470	-411.91766	-278.402832	11866.000698	133.514828
88620	75960	-54.12638	-80.495731	12660	26.369351
-1451.999637	14157	-88.69168	-108.447819	15608.999637	19.756139
-37622.332058	17854.666029	-58.87112	-73.315639	55476.998087	14.444519
-84227	-108680	-39.55952	65.882451	24453	105.441971
36374.334818	-22270	450.47156	314.989515	58644.334818	135.482045
97080	135912	-480.54314	-376.049785	38832	104.493355
24753.666091	-30510.332182	134.16172	111.809418	55263.998273	22.352302
-54054	-22022	221.29184	146.009271	32032	75.282569
-26334	3762	-246.40154	-376.975872	30096	130.574332
-16401	-13419	-41.26584	-67.428967	2982	26.163127
-144381	-101320	427.15904	298.889558	43061	128.269482
33364.000878	-4390.000878	-169.56786	-132.54235	37754.001756	37.02551
39227.334686	-27053.332657	-93.1469	-355.065506	66280.667343	261.918606
27522	66303	5.92592	118.206389	38781	112.280469
-11025	25200	225.53762	329.736697	36225	104.199077
-5667	11963.666037	-104.71692	-170.670493	17630.666037	65.953573
21258	18896	-127.83232	129.599134	2362	257.431454
58856	4204	528.60654	468.348669	54652	60.257871
-25568.000544	6528	-409.31814	-530.09079	32096.000544	120.77265
23155.333826	-8868	-403.6109	-357.071069	32023.333826	46.539831
-79292	-103264	-181.92174	-88.502038	23972	93.419702
0	-35285.665713	141.141	267.134108	35285.665713	125.993108
-20897.999514	27702	27.04086	-206.194982	48599.999514	233.235842
7061.334216	-37072	23.40646	70.952586	44133.334216	47.546126
-130190	-52630	11.64548	78.923508	77560	67.278028
22752	0	-660.814	-437.105364	22752	223.708636
-7846.66631	6420	-258.489	-402.229598	14266.66631	143.740598
10480	-7860	299.6686	214.165592	18340	85.503008
-27262.666074	0	55.33682	122.133565	27262.666074	66.796745
46291	-19061	-563.98496	-471.121069	65352	92.863891
-14881.000647	3882	-502.7561	-541.567577	18763.000647	38.811477
67456	45696	401.96926	218.733594	21760	183.235666
-11914	6240.667234	668.68802	595.163465	18154.667234	73.5245550000001
-55138	-43530	21.33978	226.464029	11608	205.124249
34496	51744	-165.5885	-218.470808	17248	52.882308
8229.999177	-6584.000823	-12.15676	34.144856	14814	46.301616
-41952	-87552	-666.60286	-635.489596	45600	31.113264
-36062.665692	40936	-676.04152	-612.774971	76998.665692	63.2665489999999
-89156	-135172	-305.2511	-459.839432	46016	154.588332
-5376.000384	4608	483.4522	452.792814	9984.000384	30.659386
-98730	-57044	-354.75902	-409.205276	41686	54.446256
-59395	-16970	-666.39034	-570.641982	42425	95.7483580000001
46120	13836	-380.95596	-388.361662	32284	7.40570200000002
-2839	17980.332387	273.43316	264.765675	20819.332387	8.667485
78416	22984	259.01106	452.284228	55432	193.273168
5023.33379	-15070	228.15716	355.527985	20093.33379	127.370825
-2431.332986	9378	392.06552	359.580493	11809.332986	32.485027
-71325	-42795	533.40518	337.175662	28530	196.229518
15829.332768	-32789.334464	508.89146	282.169947	48618.667232	226.721513
102105	38573	601.73652	530.424948	63532	71.3115720000001
18036	10020	339.82256	452.685813	8016	112.863253
33160	69636	-565.43102	-350.991005	36476	214.440015
7541.332862	-19324.667138	-307.49642	-330.853751	26866	23.357331
9489.334196	-3450.665804	-175.90496	-186.033933	12940	10.128973
51350	50323	-202.34676	-175.75889	1027	26.58787
5152.332937	-7134	-299.01256	-226.111965	12286.332937	72.900595
-15048	16871.999544	-426.23196	-352.145808	31919.999544	74.086152
-5579.999442	29573.998884	-479.6253	-483.932902	35153.998326	4.30760200000003
-24962.665992	1349.334008	-410.51164	-397.450803	26312	13.060837
110167	45679	509.91094	479.015916	64488	30.895024
28186.665962	-3523.334038	-404.8814	-400.368261	31710	4.51313899999997
9842.000703	-2811.999297	-173.1499	-192.460382	12654	19.310482
11560	90168	613.07246	459.509097	78608	153.563363
-13694.000334	3339.999666	-279.08188	-482.867478	17034	203.785598
1979	55412	-3.23554	0.638674	53433	3.874214
56212	28106	285.33428	385.548644	28106	100.214364
-30245	-26300	-119.81816	-54.402474	3945	65.415686
28373.33408	-28373.33408	609.70448	540.597426	56746.66816	69.107054
19779	-14920.999653	99.82434	11.079305	34699.999653	88.745035
-29127	-3066	762.02434	629.6295	26061	132.39484
-31164.001272	8904.000636	142.69178	55.054343	40068.001908	87.637437
-8540	-58560	77.58828	-42.411544	50020	119.999824
14873.999598	-17285.999598	356.82724	265.986398	32159.999196	90.840842
-64152	-16038	67.05006	44.683228	48114	22.366832
115799	142729	174.67296	98.038118	26930	76.634842
28447.665749	-1835.334251	-5.30684	12.6085	30283	17.91534
-31648	-13846	-112.42924	-155.208597	17802	42.779357
-23724	22405.999341	312.88796	307.795654	46129.999341	5.09230600000001
43000	3225	-208.57914	-250.562069	39775	41.982929
-67366	-145096	-227.227	-200.339663	77730	26.887337
50880	12720	348.27254	328.137836	38160	20.134704
45126	95266	206.53556	260.024388	50140	53.488828
-25202.999187	11382.000813	-83.01524	-129.189018	36585	46.173778
-21411	-74115	26.15536	138.907678	52704	112.752318
15948	-18901.333924	-451.7975	-415.887207	34849.333924	35.910293
25172.000868	-50344.001736	110.01298	112.54601	75516.002604	2.53303
-58290	0	373.06192	352.061174	58290	21.000746
7674	3837	142.96436	77.662192	3837	65.302168
8448.667034	-11387.332966	470.8088	444.485729	19836	26.323071
-40443.334804	25001.332598	-47.25798	-31.738583	65444.667402	15.519397
-17154	-48603	-213.9368	-246.671038	31449	32.734238
-99902	-94644	513.08488	500.926686	5258	12.158194
69564	11067	-522.8146	-454.300402	58497	68.514198
-91047	-138039	269.14426	222.897295	46992	46.246965
-56187.664762	22856	537.3599	498.547576	79043.664762	38.812324
-53055	-76635	404.25924	328.104552	23580	76.154688
-15374.999385	20295	587.93966	530.325434	35669.999385	57.614226
-4783.332855	12436.667145	207.96006	296.371174	17220	88.411114
78084	2892	483.6524	454.567496	75192	29.084904
-6360	18019.99947	405.90704	410.730207	24379.99947	4.82316700000001
-29866.66752	8533.33248	416.89494	478.849042	38400	61.954102
90117	69768	-98.59542	-173.100013	20349	74.504593
12246	-31975.667347	8.02802	99.177297	44221.667347	91.149277
44672	164728	8.00184	58.922571	120056	50.920731
50065	-18445	-414.31698	-384.070794	68510	30.246186
16080.332487	-17773	-141.93256	10.643249	33853.332487	152.575809
-9297	-11363	-22.26224	149.163222	2066	171.425462
8160	-37173.33424	-403.1643	-347.553006	45333.33424	55.611294
65590	80582	-217.43568	-227.305054	14992	9.86937400000002
-36775	-48543	448.48034	477.834651	11768	29.354311
61282	80138	105.84574	199.715159	18856	93.869419
28065	-25570.333957	329.6986	268.536399	53635.333957	61.162201
27534	97428	343.42616	350.503261	69894	7.07710100000003
-26257	-59675	-153.19766	-251.287599	33418	98.089939
6776	15246	482.58672	431.655138	8470	50.931582
40392	47124	157.58666	241.954501	6732	84.367841
-11604.667113	4909.667113	199.8766	167.949636	16514.334226	31.926964
-12119.334199	865.665801	-109.94214	-114.362444	12985	4.420304
-11195.334133	23190.334133	282.79636	246.608912	34385.668266	36.187448
-13365	-85536	138.92802	70.221177	72171	68.706843
-62526	-47814	356.13578	338.302052	14712	17.833728
-10840	11562.667028	268.653	319.625218	22402.667028	50.972218
10150	24360	43.96084	13.921691	14210	30.039149
-17970	14376	198.25344	101.504007	32346	96.749433
-42300	-99405	-192.82032	-25.132084	57105	167.688236
-22572	-14364	17.5868	128.29309	8208	110.70629
16564.000404	-8080.000404	-201.72306	-243.654562	24644.000808	41.931502
62814	3249	-387.83668	-327.979654	59565	59.857026
5339.999466	-31505.998932	-84.52906	-57.949447	36845.998398	26.579613
-22200	18500	-4.0887	95.663761	40700	99.752461
-66625	-17875	26.8345	-76.215909	48750	103.050409
-109400	-54700	374.8745	249.119315	54700	125.755185
13599	0	483.7294	460.539819	13599	23.189581
-17456	20729	-227.89844	-197.307071	38185	30.591369
-5991	-11982	-290.50714	-371.684443	5991	81.177303
-60256	-114056	-299.1065	-425.717448	53800	126.610948
28550.667418	-25545.332582	-225.14338	-285.841605	54096	60.698225
26145	17430	191.56522	175.111761	8715	16.453459
16814	-2802.332933	-131.00626	-230.35848	19616.332933	99.35222
65448	73629	-510.91348	-451.793325	8181	59.120155
38226.66748	-41480	-530.1758	-375.762236	79706.66748	154.413564
50102	38540	-208.21878	-166.108115	11562	42.110665
-19008	-23760	-421.76596	-295.048642	4752	126.717318
-4775.000955	9549.999045	-390.91976	-437.142378	14325	46.222618
-1504.667419	10532.667419	-350.86128	-319.700813	12037.334838	31.160467
-1843.334255	31336.665745	-123.41868	-139.683484	33180	16.264804
52184	137576	-522.71296	-443.866851	85392	78.846109
3039	-1013	-515.41644	-552.330598	4052	36.914158
23260.332583	0	-318.49356	-430.194466	23260.332583	111.700906
-32470	7003.33397	556.3866	465.721158	39473.33397	90.665442
67640	32129	139.90284	126.614316	35511	13.288524
16928	2116	-418.9801	-483.899625	14812	64.919525
9156.000654	-11118.000654	80.15392	75.496269	20274.001308	4.657651
-16301.999259	30381.000741	580.8418	554.506599	46683	26.335201
-62667	-1899	215.79404	175.225512	60768	40.568528
-19992	0	625.21844	511.577512	19992	113.640928
6580	60536	195.01636	152.129286	53956	42.887074
145432	131712	642.10454	612.994163	13720	29.1103770000001
-33660	-115005	220.98846	226.756102	81345	5.767642
-51369.331592	23508	394.99306	365.103298	74877.331592	29.889762
-25998	-23522	500.5077	491.611582	2476	8.896118
28405	53105	549.44274	522.281922	24700	27.1608179999999
-3375	20999.99925	180.6112	215.192266	24374.99925	34.581066
22113	-8189.999181	206.57868	266.246792	30302.999181	59.668112
41136	-19711.000857	-622.06606	-678.343471	60847.000857	56.277411
75460	94325	76.17764	27.40262	18865	48.77502
-5070	11830.000845	604.57628	273.929042	16900.000845	330.647238
-13749.332474	28358	-160.09686	-55.668494	42107.332474	104.428366
-24849	3681.332413	480.07344	502.718298	28530.332413	22.644858
78995	51240	643.88016	540.581113	27755	103.299047
-12846	-36397	761.99816	631.740078	23551	130.258082
-15534	-80259	-189.24598	-292.105886	64725	102.859906
18112	66788	-107.27486	13.018159	48676	120.293019
18368	18368	-72.50012	63.107375	0	135.607495
13545	5418	293.37308	214.484337	8127	78.888743
-22476.667484	2043.333742	-25.72878	-55.78983	24520.001226	30.06105
-26046	15434.667149	142.02034	108.446498	41480.667149	33.573842
-6464	-61408	130.19314	101.719684	54944	28.473456
20165.333864	-23349.333864	35.22288	21.79277	43514.667728	13.43011
-19403.999118	38808.000882	181.99566	68.126049	58212	113.869611
56150	94332	-377.56334	-389.405767	38182	11.842427
20813.333928	-29733.332144	-173.65502	-247.506149	50546.666072	73.851129
-34972	-58703	313.02656	319.252685	23731	6.22612499999997
52374.001806	-7224.000903	355.98948	393.185147	59598.002709	37.195667
-20679.99906	43239.99906	381.33634	388.075675	63919.99812	6.73933499999998
100176	54262	331.2232	332.484697	45914	1.26149699999996
18036	82665	-230.91838	-251.54329	64629	20.62491
-11193	18121.999467	-375.97406	-326.525606	29314.999467	49.448454
24579	-25489.332423	99.78584	181.386302	50068.332423	81.600462
-8583	-111579	344.81678	212.143866	102996	132.672914
-145481	-130636	333.66564	396.240147	14845	62.574507
-28588.667419	15046.667419	335.93406	233.342938	43635.334838	102.591122
-93942	-73680	-51.07872	6.731261	20262	57.809981
0	72736	-42.99064	-6.848845	72736	36.141795
1838.000919	-38598	-43.68826	-215.142606	40436.000919	171.454346
-31584	-123704	-66.10912	-32.376257	92120	33.732863
30570	8152	86.58342	80.171267	22418	6.412153
25904	85807	35.68488	52.198536	59903	16.513656
-38828	2284	368.52046	328.775968	41112	39.744492
-4892.332957	10913.667043	322.5915	311.315129	15806	11.276371
-41679	-22734	-57.02928	-63.659135	18945	6.629855
74550	8520	-54.84094	103.560272	66030	158.401212
-29535.001074	30071.998926	-40.77612	-41.225447	59607	0.449327000000004
-16019.667609	29212.332391	-40.733	53.636838	45232	94.369838
27298.667608	-22121.333804	-24.87254	74.960784	49420.001412	99.833324
-30030	-9555	416.54228	333.697485	20475	82.844795
0	39767.665166	159.30068	187.710184	39767.665166	28.409504
-12478.667558	46349.335116	309.05952	433.387256	58828.002674	124.327736
-27339	3505.000701	319.5423	274.996774	30844.000701	44.545526
19287	-32145	186.5094	105.534352	51432	80.975048
53618	8466	-91.63616	-135.295343	45152	43.659183
12500	47500	434.09058	404.882687	35000	29.207893
-19865.000685	19865.000685	313.25448	229.188606	39730.00137	84.065874
-10965.332648	22616	-50.13932	-123.322796	33581.332648	73.183476
83752	11552	321.71832	362.119145	72200	40.400825
2044	42924	-31.67472	-75.281107	40880	43.606387
10485	-19416.66589	-87.6106	-44.893564	29901.66589	42.717036
72135	109233	47.43662	88.319128	37098	40.882508
33696	-8424	364.8414	338.85075	42120	25.99065
-9906	25315.332783	-33.19932	-97.780808	35221.332783	64.581488
89856	74880	-292.06408	-309.749851	14976	17.685771
-7515	18536.999499	-203.34468	-158.570492	26051.999499	44.774188
-35910	-9576	296.8119	318.576765	26334	21.764865
-27754.332286	7331.333857	-0.59444	86.429535	35085.666143	87.023975
-32580	-54300	110.36102	148.160301	21720	37.799281
84189	28063	-102.9259	-41.764951	56126	61.160949
48050	9610	-35.2891	4.056117	38440	39.345217
-9937.333676	16790.667352	232.39524	279.082791	26728.001028	46.687551
-19430.667414	29893.332586	235.98344	206.591132	49324	29.392308
-52528.668478	9056.665761	-174.92244	-89.979282	61585.334239	84.943158
-1990.000398	18706.000398	-175.8372	-156.777059	20696.000796	19.060141
14432.000352	-1056	186.56638	144.296935	15488.000352	42.269445
40180	80360	-235.5045	-195.422559	40180	40.081941
-15096.999513	6818.000487	45.56244	94.276054	21915	48.713614
-51480	-12870	-69.1845	-73.189107	38610	4.00460700000001
-3979.999005	16915.000995	16.88456	-37.296233	20895	54.180793
40794	6276	113.77212	110.504339	34518	3.267781
3831.999042	-53647.998084	-129.06586	-64.918632	57479.997126	64.147228
-40785	-21752	-129.11514	-116.023039	19033	13.092101
-120001	-71021	-52.35692	-76.568471	48980	24.211551
-44749.664978	18575.332489	60.97322	235.458064	63324.997467	174.484844
-55200	-58800	0.5621	-37.551654	3600	38.113754
-66720	-108420	-227.3887	-256.245885	41700	28.857185
51660	43050	1.73866	-35.752229	8610	37.490889
-34428	8456.000604	483.57386	280.793623	42884.000604	202.780237
-2756	17914	379.36052	319.578597	20670	59.781923
29345.334462	-31602.665538	-306.23054	-133.732482	60948	172.498058
-40608	-63168	-174.18786	-210.374518	22560	36.186658
-15516	-8620	-57.90862	-169.267003	6896	111.358383
14650	-15626.667155	176.2684	43.225598	30276.667155	133.042802
-47753.33498	27170	82.22368	133.88404	74923.33498	51.66036
7470	34860	-386.52152	-426.231513	27390	39.709993
146661	36022	-333.57632	-261.74147	110639	71.83485
-8426.665824	10112	-223.9314	-204.787315	18538.665824	19.144085
-67816	-31486	-2.71348	202.090961	36330	204.804441
-20493.33256	18560	307.20536	93.800313	39053.33256	213.405047
-18600	-11625	486.07944	413.160213	6975	72.919227
-7489.999251	35952	-329.44604	-228.285614	43441.999251	101.160426
-778.999221	10126.999221	109.9868	160.624435	10905.998442	50.637635
-38304	-2394	29.16144	43.888342	35910	14.726902
-5133.333975	1925	12.43242	-106.311046	7058.333975	118.743466
-29785.998876	1686	-313.2976	-349.215816	31471.998876	35.918216
-61376	-50416	41.9496	-70.359868	10960	112.309468
25050.667236	-27328	-19.63038	32.4673	52378.667236	52.09768
-2880.000576	8064.000576	-324.83066	-344.369794	10944.001152	19.539134
34650	80388	-541.32386	-314.424589	45738	226.899271
9450	-33389.99874	-26.49262	167.622235	42839.99874	194.114855
-38930	-14885	164.29952	178.930608	24045	14.631088
102600	65664	641.75188	525.877665	36936	115.874215
-12333.33395	3083.33395	410.54552	487.411306	15416.6679	76.865786
56608	97600	5.89358	25.984388	40992	20.090808
18911.332338	-46780.667662	476.92106	449.447035	65692	27.474025
-22006.999254	1491.999627	-219.296	-102.207478	23498.998881	117.088522
36722	52460	56.6335	62.945313	15738	6.311813
-8304	6458.667128	48.17582	244.800334	14762.667128	196.624514
2390	11950	332.97726	367.506082	9560	34.528822
-48804	-55776	-523.77864	-406.743813	6972	117.034827
24161.667357	-11045.332643	289.14578	229.57756	35207	59.56822
-43367	7653	15.60482	-10.07909	51020	25.68391
-2636	26360	-245.91952	-290.559547	28996	44.640027
-763.333715	17175	-479.42664	-399.033078	17938.333715	80.393562
-10112.667586	21144.667586	34.81324	-83.681391	31257.335172	118.494631
39134.668264	-27953.334132	-145.93348	-280.984948	67088.002396	135.051468
21610.667342	-6753.332658	-107.96324	-79.378614	28364	28.584626
1552	71392	165.10186	61.812356	69840	103.289504
960.00048	-23999.99904	440.37994	439.205185	24959.99952	1.174755
11856	106704	169.56786	169.969892	94848	0.402031999999991
-6006.666066	4204.666066	-249.57086	-237.530536	10211.332132	12.040324
-15458.667576	22733.332424	27.15944	94.338628	38192	67.179188
-21645	-4810	-7.31192	41.941877	16835	49.253797
-11480	5357.332568	412.95716	293.297763	16837.332568	119.659397
-18032.333717	12277.333717	-116.81516	101.458528	30309.667434	218.273688
5975.666207	-27120.332414	-112.79114	-153.685323	33095.998621	40.894183
-15127.999512	12688.000488	227.24086	194.729124	27816	32.511736
130327	24590	256.3946	312.524642	105737	56.1300419999999
13558.332791	-4338.667209	-397.02124	-224.265355	17897	172.755885
30303	18759	483.73864	490.04471	11544	6.30607000000003
11920	119200	81.4891	66.034813	107280	15.454287
30924	-23479.333906	-301.1162	-207.822523	54403.333906	93.293677
-11264	2816	-551.00892	-408.940321	14080	142.068599
13528	57494	-291.0061	-440.998337	43966	149.992237
46843.33433	-14950	-271.33722	-261.143047	61793.33433	10.194173
-106723	-67678	-288.08472	-309.619494	39045	21.534774
19418	-1022	-159.7519	-200.219903	20440	40.468003
-7416.332943	3513	-32.55714	-82.137462	10929.332943	49.580322
-39976	29456	464.0559	486.575677	69432	22.519777
21005.667391	-18108.332609	371.06454	365.000077	39114	6.06446300000005
31248	-10416	-487.43618	-522.174292	41664	34.7381120000001
-81972	-5346	154.82236	142.266396	76626	12.555964
-14905	-48780	-96.57956	-13.658168	33875	82.921392
-101688	-29436	22.20834	-105.017255	72252	127.225595
40356	47082	25.24368	50.573524	6726	25.329844
51975	73150	28.21434	-63.707293	21175	91.921633
14560	7280	-419.55914	-405.117467	7280	14.441673
44118	53922	-441.8414	-395.772148	9804	46.069252
64746	44145	-275.11638	-291.147236	20601	16.030856
2588.333851	-25883.332298	-178.94954	-224.167732	28471.666149	45.218192
34151	18389	-197.47728	-242.536768	15762	45.059488
-131924	-107328	-123.8545	-90.194216	24596	33.660284
-8708.332875	13291.667125	76.7382	64.791814	22000	11.946386
-3554	-83519	-311.20166	-327.604983	79965	16.403323
29670	46440	77.0924	184.850657	16770	107.758257
7071	-31426.665881	321.57356	302.197154	38497.665881	19.376406
-8400.00042	6300	-247.96926	-334.47728	14700.00042	86.50802
-40125	-19260	495.25014	456.491733	20865	38.758407
-22304	-15744	474.56948	484.977024	6560	10.407544
15576.000354	-14159.999646	284.98778	305.767935	29736	20.780155
-18835.332342	51549.335316	489.72924	462.594521	70384.667658	27.134719
-125384	-123145	195.26122	166.391113	2239	28.870107
39438	24101	256.88894	290.846036	15337	33.957096
-17783.666093	20652	225.75476	221.94133	38435.666093	3.81343000000001

