0.479315 0.340992 0.363854 0.478861 0.340967 0.364589 0.500000 0.500000
0.478861 0.340967 0.364589 0.478881 0.341039 0.364193 0.500000 0.500000
0.478881 0.341039 0.364193 0.483918 0.343505 0.378726 0.435111 0.435111
0.483918 0.343505 0.378726 0.356689 0.317078 0.322403 0.784556 0.642278
0.356689 0.317078 0.322403 0.432040 0.337386 0.360445 0.262000 0.341333
0.432040 0.337386 0.360445 0.431160 0.334747 0.367460 0.500000 0.500000
0.431160 0.334747 0.367460 0.479075 0.346032 0.370152 0.437111 0.500000
0.479075 0.346032 0.370152 0.566864 0.347119 0.361675 0.500000 0.610056
0.566864 0.347119 0.361675 0.638319 0.362858 0.361006 0.420111 0.500000
0.638319 0.362858 0.361006 0.498583 0.345339 0.359790 0.652889 0.500000
0.498583 0.345339 0.359790 0.608793 0.337031 0.346078 0.500000 0.625611
0.608793 0.337031 0.346078 0.727502 0.357135 0.328212 0.360278 0.500000
0.727502 0.357135 0.328212 0.618737 0.340831 0.340535 0.643000 0.500000
0.618737 0.340831 0.340535 0.478789 0.342988 0.379649 0.337889 0.175778
0.478789 0.342988 0.379649 0.478362 0.328973 0.345112 0.801111 0.801111
0.478362 0.328973 0.345112 0.541964 0.331234 0.316588 0.667222 0.750833
0.541964 0.331234 0.316588 0.622832 0.345961 0.311739 0.391500 0.500000
0.476701 0.322804 0.314120 0.467925 0.343177 0.381663 0.033500 0.033500
0.451625 0.323876 0.329896 0.454377 0.340686 0.367689 0.256444 0.256444
0.454377 0.340686 0.367689 0.597237 0.356062 0.374785 0.326111 0.500000
0.597237 0.356062 0.374785 0.609848 0.344408 0.368119 0.596389 0.596389
0.609848 0.344408 0.368119 0.690199 0.369606 0.353403 0.396611 0.500000
0.690199 0.369606 0.353403 0.698200 0.357157 0.382333 0.303000 0.303000
0.503219 0.330248 0.379504 0.582959 0.346000 0.386057 0.336333 0.418167
0.582959 0.346000 0.386057 0.449192 0.333924 0.416909 0.367722 0.235444
0.449192 0.333924 0.416909 0.343815 0.321735 0.397960 0.609444 0.500000
0.343815 0.321735 0.397960 0.249250 0.313999 0.377517 0.500000 0.383278
0.249250 0.313999 0.377517 0.314542 0.321146 0.381382 0.500000 0.582722
0.314542 0.321146 0.381382 0.553291 0.319960 0.389795 0.629111 0.887333
0.553291 0.319960 0.389795 0.550883 0.321090 0.387303 0.500000 0.500000
0.550883 0.321090 0.387303 0.550960 0.320987 0.387427 0.500000 0.500000
0.550960 0.320987 0.387427 0.472556 0.323755 0.353087 0.754000 0.669333
