-31.854839 -79.504186 982.406118 78.866985 -32.553992 -79.516510 984.390626 104.131855 1.000000 6.000000 2396
-32.553992 -79.516510 984.390626 104.131855 -32.523643 -79.480573 983.322294 104.093899 2.000000 -0.333333 2571
-32.523643 -79.480573 983.322294 104.093899 -24.766398 -78.247346 1022.560398 81.903872 -28.000000 -28.000000 1168
-24.766398 -78.247346 1022.560398 81.903872 -220.698312 -91.460827 870.487264 76.869488 46.000000 23.000000 2561
-220.698312 -91.460827 870.487264 76.869488 -104.658285 -81.306949 973.200203 72.816394 -53.000000 -40.000000 1428
-104.658285 -81.306949 973.200203 72.816394 -106.013550 -82.626349 992.141730 105.193411 5.333333 -5.000000 2805
-106.013550 -82.626349 992.141730 105.193411 -32.225111 -76.984208 999.411395 71.928096 -15.000000 9.000000 1132
-32.225111 -76.984208 999.411395 71.928096 102.970500 -76.440537 976.522086 69.719280 -8.000000 16.333334 1981
102.970500 -76.440537 976.522086 69.719280 213.010836 -68.570755 974.716439 71.879521 -12.666667 1.000000 1438
213.010836 -68.570755 974.716439 71.879521 -2.182635 -77.330259 971.434202 72.780748 17.333334 -4.333333 2752
-2.182635 -77.330259 971.434202 72.780748 167.541422 -81.484562 934.411483 73.835218 -9.333333 17.000000 2261
167.541422 -81.484562 934.411483 73.835218 350.352658 -71.432283 886.172158 72.787300 -10.333333 4.666667 2515
350.352658 -71.432283 886.172158 72.787300 182.854998 -79.584305 919.444740 71.943118 31.000000 0.000000 1287
182.854998 -79.584305 919.444740 71.943118 -32.665072 -78.506108 1025.051587 72.997198 -25.000000 -32.000000 2918
-32.665072 -78.506108 1025.051587 72.997198 -33.322825 -85.513621 931.803374 78.964489 48.000000 50.000000 2710
-33.322825 -85.513621 931.803374 78.964489 64.624845 -84.383119 854.786297 71.856685 43.000000 52.000000 1505
64.624845 -84.383119 854.786297 71.856685 189.160725 -77.019462 841.694809 69.818265 -17.000000 5.333333 1953
189.160725 -77.019462 841.694809 69.818265 0.000000 0.000000 0.000000 0.000000 -5.000000 15.000000 2156
-35.879993 -88.597906 848.123769 73.927826 -49.394817 -78.411315 1030.489563 76.999479 -54.000000 -58.000000 2799
-49.394817 -78.411315 1030.489563 76.999479 0.000000 0.000000 0.000000 0.000000 56.000000 23.000000 2916
-74.497926 -88.061929 890.717868 73.821292 -70.259561 -79.657059 992.761241 80.956540 -47.000000 -44.000000 2192
-70.259561 -79.657059 992.761241 80.956540 149.745025 -71.968800 1011.920589 72.951735 -42.000000 -5.000000 1565
149.745025 -71.968800 1011.920589 72.951735 169.165573 -77.796223 993.920539 80.976289 18.000000 20.000000 1735
169.165573 -77.796223 993.920539 80.976289 292.906704 -65.196993 954.188765 70.854447 -19.666666 5.666667 1861
292.906704 -65.196993 954.188765 70.854447 305.228333 -71.421290 1032.299289 104.024752 -37.000000 -33.000000 1773
305.228333 -71.421290 1032.299289 104.024752 0.000000 0.000000 0.000000 0.000000 19.000000 38.000000 2106
4.956526 -84.875858 1024.659706 73.991117 127.757519 -76.999893 1042.353926 67.711006 -37.000000 -19.000000 1473
127.757519 -76.999893 1042.353926 67.711006 -78.243630 -83.038227 1125.654639 73.798578 -27.000000 -46.000000 2381
-78.243630 -83.038227 1125.654639 73.798578 -240.525551 -89.132415 1074.492602 84.949381 18.000000 -1.333333 1970
-240.525551 -89.132415 1074.492602 84.949381 -386.155116 -93.000448 1019.295417 84.949924 0.666667 -16.333334 2101
-386.155116 -93.000448 1019.295417 84.949924 -285.604624 -89.427072 1029.730449 76.994151 -0.333333 14.333333 1489
