11.313321 -81.069359 837.242676 128.324356 186.566574 -72.469048 783.098999 125.268517 -4.000000 12.000000 2495.000000
186.566574 -72.469048 783.098999 125.268517 -0.575404 -82.631653 812.597046 128.109619 10.000000 -17.000000 1443.000000
9.880192 -71.333717 695.794556 127.455193 -235.504501 -76.307365 600.419067 130.252853 56.000000 3.000000 1473.000000
-235.504501 -76.307365 600.419067 130.252853 -87.468452 -65.473587 784.174072 126.289505 -50.000000 -31.000000 2620.000000
60.011913 -71.853073 780.404175 125.386635 45.563019 -65.960274 732.129150 125.044815 32.000000 42.000000 1276.000000
122.807266 -52.269493 557.692932 120.161316 51.854645 -55.749249 555.968323 122.061996 12.000000 -2.000000 1472.000000
51.854645 -55.749249 555.968323 122.061996 -69.184883 -59.140717 526.716675 126.603043 16.000000 -5.000000 2536.000000
8.018129 -61.121960 593.570801 124.278786 8.001569 -61.044643 592.028687 124.247040 8.000000 -2.000000 1132.000000
8.001569 -61.044643 592.028687 124.247040 16.884409 -55.353157 507.502228 124.447441 46.000000 32.000000 2153.000000
16.884409 -55.353157 507.502228 124.447441 16.507929 -45.933220 401.917419 123.043373 50.000000 50.000000 2709.000000
16.507929 -45.933220 401.917419 123.043373 113.772751 -43.487160 434.085938 119.142532 -53.000000 -10.000000 1248.000000
113.772751 -43.487160 434.085938 119.142532 116.262405 -43.469437 433.738708 119.207962 5.000000 -5.000000 2256.000000
-25.963478 -49.155331 428.991241 125.314743 -129.065353 -50.345016 380.998962 128.708496 11.000000 -3.000000 2779.000000
-129.065353 -50.345016 380.998962 128.708496 -129.380173 -50.546360 382.145477 127.371658 8.000000 -2.000000 2509.000000
-129.380173 -50.546360 382.145477 127.371658 -129.115799 -50.513355 381.306488 127.035049 3.000000 -8.000000 2338.000000
-175.837219 -90.576256 882.238281 126.630356 -288.602478 -95.466911 813.539246 127.044991 17.000000 -1.000000 1626.000000

