0.479315 0.340992 0.363854 0.506656 0.539933 0.478861 0.340967 0.364589
0.478861 0.340967 0.364589 0.514283 0.497619 0.478881 0.341039 0.364193
0.478881 0.341039 0.364193 0.409156 0.409156 0.483918 0.343505 0.378726
0.483918 0.343505 0.378726 0.827239 0.663619 0.356689 0.317078 0.322403
0.356689 0.317078 0.322403 0.289767 0.341333 0.432040 0.337386 0.360445
0.432040 0.337386 0.360445 0.541556 0.461042 0.431160 0.334747 0.367460
0.431160 0.334747 0.367460 0.452833 0.528300 0.479075 0.346032 0.370152
0.479075 0.346032 0.370152 0.455978 0.589879 0.566864 0.347119 0.361675
0.566864 0.347119 0.361675 0.449404 0.503994 0.638319 0.362858 0.361006
0.638319 0.362858 0.361006 0.632504 0.466874 0.498583 0.345339 0.359790
0.498583 0.345339 0.359790 0.441381 0.606769 0.608793 0.337031 0.346078
0.608793 0.337031 0.346078 0.427810 0.532602 0.727502 0.357135 0.328212
0.727502 0.357135 0.328212 0.610825 0.500000 0.618737 0.340831 0.340535
0.618737 0.340831 0.340535 0.297361 0.240622 0.478789 0.342988 0.379649
0.478789 0.342988 0.379649 0.861333 0.876389 0.478362 0.328973 0.345112
0.478362 0.328973 0.345112 0.679764 0.717389 0.541964 0.331234 0.316588
0.541964 0.331234 0.316588 0.407775 0.528933 0.622832 0.345961 0.311739
0.476701 0.322804 0.314120 0.080150 0.049050 0.467925 0.343177 0.381663
0.451625 0.323876 0.329896 0.213822 0.232089 0.454377 0.340686 0.367689
0.454377 0.340686 0.367689 0.317417 0.478264 0.597237 0.356062 0.374785
0.597237 0.356062 0.374785 0.586750 0.596389 0.609848 0.344408 0.368119
0.609848 0.344408 0.368119 0.398334 0.529294 0.690199 0.369606 0.353403
0.690199 0.369606 0.353403 0.317775 0.337475 0.698200 0.357157 0.382333
0.503219 0.330248 0.379504 0.348608 0.422258 0.582959 0.346000 0.386057
0.582959 0.346000 0.386057 0.321425 0.195761 0.449192 0.333924 0.416909
0.449192 0.333924 0.416909 0.598500 0.492704 0.343815 0.321735 0.397960
0.343815 0.321735 0.397960 0.503891 0.404677 0.249250 0.313999 0.377517
0.249250 0.313999 0.377517 0.498621 0.559284 0.314542 0.321146 0.381382
0.314542 0.321146 0.381382 0.680756 0.848600 0.553291 0.319960 0.389795
0.553291 0.319960 0.389795 0.494869 0.501710 0.550883 0.321090 0.387303
0.550883 0.321090 0.387303 0.511761 0.541164 0.550960 0.320987 0.387427
0.550960 0.320987 0.387427 0.737067 0.639700 0.472556 0.323755 0.353087
0.534814 0.330488 0.342390 0.442215 0.523911 0.534798 0.329844 0.342671
0.534798 0.329844 0.342671 0.466903 0.380850 0.437051 0.323101 0.345119
0.437051 0.323101 0.345119 0.665600 0.831200 0.545974 0.329962 0.319720
0.545974 0.329962 0.319720 0.733383 0.628975 0.446201 0.332665 0.295754
0.446201 0.332665 0.295754 0.479000 0.525000 0.445984 0.333651 0.292921
0.445984 0.333651 0.292921 0.482355 0.552936 0.487208 0.339389 0.295008
0.487208 0.339389 0.295008 0.482033 0.485028 0.487224 0.340076 0.293369
0.480533 0.327194 0.318373 0.337853 0.437233 0.561429 0.331493 0.337645
0.561429 0.331493 0.337645 0.587278 0.504364 0.494705 0.328964 0.330806
0.494705 0.328964 0.330806 0.384300 0.390728 0.481343 0.316434 0.355101
0.481343 0.316434 0.355101 0.546806 0.460683 0.403258 0.312416 0.338489
0.484647 0.327123 0.383395 0.757214 0.790403 0.497745 0.321560 0.336912
0.497745 0.321560 0.336912 0.458672 0.509611 0.539018 0.325875 0.340807
0.539018 0.325875 0.340807 0.327289 0.226044 0.441998 0.321322 0.362536
0.441998 0.321322 0.362536 0.367972 0.307617 0.379465 0.329259 0.372604
0.379465 0.329259 0.372604 0.706525 0.762850 0.378027 0.311680 0.339028
0.378027 0.311680 0.339028 0.327822 0.440814 0.473064 0.337232 0.373476
0.473064 0.337232 0.373476 0.441822 0.491689 0.535960 0.343894 0.380963
0.535960 0.343894 0.380963 0.391911 0.536030 0.661906 0.380112 0.377050
0.661906 0.380112 0.377050 0.652250 0.514097 0.520732 0.340055 0.375159
0.520732 0.340055 0.375159 0.395600 0.604400 0.743712 0.367202 0.343922
0.638844 0.344067 0.323292 0.437067 0.517067 0.680775 0.349075 0.315811
0.457410 0.340576 0.343592 0.592711 0.476822 0.378909 0.323846 0.321115
0.378909 0.323846 0.321115 0.471840 0.508282 0.377017 0.320936 0.325866
0.377017 0.320936 0.325866 0.460283 0.555162 0.377509 0.321492 0.324626
0.377509 0.321492 0.324626 0.321800 0.314375 0.370356 0.328541 0.343709
0.370356 0.328541 0.343709 0.247908 0.183269 0.365889 0.325183 0.381380
0.365889 0.325183 0.381380 0.320089 0.332356 0.367469 0.331896 0.404374
0.367469 0.331896 0.404374 0.358276 0.514661 0.512058 0.330470 0.410903
0.512058 0.330470 0.410903 0.527251 0.421116 0.440827 0.309792 0.432605
0.440827 0.309792 0.432605 0.553926 0.465333 0.439741 0.306840 0.439166
0.506917 0.347545 0.400984 0.545869 0.473019 0.453235 0.335175 0.385368
0.453235 0.335175 0.385368 0.459478 0.542452 0.453717 0.335566 0.383676
0.453717 0.335566 0.383676 0.377128 0.153067 0.305048 0.322888 0.386543
0.305048 0.322888 0.386543 0.445533 0.580267 0.459795 0.324308 0.422571
0.459795 0.324308 0.422571 0.351333 0.455400 0.668051 0.340450 0.422731
0.668051 0.340450 0.422731 0.496122 0.529083 0.662284 0.344778 0.408970
0.662284 0.344778 0.408970 0.746167 0.711000 0.530361 0.321039 0.411120
0.530361 0.321039 0.411120 0.495967 0.539325 0.579836 0.330376 0.409548
0.579836 0.330376 0.409548 0.395494 0.549596 0.688481 0.357017 0.393278
0.688481 0.357017 0.393278 0.266036 0.198111 0.691587 0.333473 0.428701
0.691587 0.333473 0.428701 0.601040 0.438139 0.446315 0.300361 0.440494
0.446315 0.300361 0.440494 0.769667 0.877533 0.569613 0.333565 0.398600
0.569613 0.333565 0.398600 0.568760 0.415249 0.385870 0.318675 0.385862
0.385870 0.318675 0.385862 0.349850 0.438828 0.380795 0.325852 0.406455
0.406982 0.316800 0.391243 0.426850 0.510450 0.502688 0.335845 0.411233
0.492212 0.335861 0.405287 0.454442 0.462725 0.565653 0.347361 0.412747
0.565653 0.347361 0.412747 0.098942 0.218556 0.719614 0.339630 0.429196
0.719614 0.339630 0.429196 0.592678 0.487806 0.579352 0.319886 0.447354
0.579352 0.319886 0.447354 0.608965 0.424852 0.345460 0.284736 0.429415
0.371942 0.276974 0.449464 0.576450 0.684175 0.531917 0.290341 0.447308
0.531917 0.290341 0.447308 0.469375 0.570000 0.615126 0.307442 0.434163
0.615126 0.307442 0.434163 0.484258 0.533232 0.613498 0.310042 0.427415
0.613498 0.310042 0.427415 0.559050 0.552489 0.613625 0.309767 0.427907
0.613625 0.309767 0.427907 0.663489 0.511678 0.494843 0.294272 0.435580
0.494843 0.294272 0.435580 0.428978 0.518133 0.575218 0.302072 0.432201
0.575218 0.302072 0.432201 0.564320 0.475367 0.499381 0.294559 0.433594
0.499381 0.294559 0.433594 0.279744 0.213156 0.393652 0.270365 0.465785
0.393652 0.270365 0.465785 0.500000 0.401984 0.239742 0.263644 0.432697
0.507880 0.270598 0.484107 0.441950 0.576950 0.676352 0.299428 0.465426
0.676352 0.299428 0.465426 0.519615 0.397022 0.522557 0.272610 0.467725
0.522557 0.272610 0.467725 0.138361 0.353806 0.701778 0.293687 0.493976
0.701778 0.293687 0.493976 0.563200 0.500000 0.704128 0.291646 0.497205
0.704128 0.291646 0.497205 0.478204 0.517833 0.705726 0.289591 0.501240
0.705726 0.289591 0.501240 0.529111 0.478167 0.705800 0.288615 0.501445
0.705800 0.288615 0.501445 0.424270 0.500000 0.802615 0.352260 0.487353
0.620577 0.332856 0.524861 0.628586 0.447053 0.428415 0.270559 0.517791
0.428415 0.270559 0.517791 0.458664 0.510783 0.428116 0.269151 0.520272
0.428116 0.269151 0.520272 0.687378 0.626933 0.310571 0.230383 0.460963
0.531858 0.289048 0.455478 0.466906 0.517335 0.531994 0.287713 0.457346
0.531994 0.287713 0.457346 0.346839 0.379083 0.539656 0.266662 0.489854
0.539656 0.266662 0.489854 0.595822 0.643733 0.544601 0.280450 0.469291
0.544601 0.280450 0.469291 0.522861 0.481711 0.541080 0.279037 0.468680
0.541080 0.279037 0.468680 0.383467 0.256800 0.424216 0.256861 0.478911
0.424216 0.256861 0.478911 0.399826 0.613711 0.771603 0.304034 0.444123
0.771603 0.304034 0.444123 0.252344 0.124522 0.797879 0.340153 0.496870
0.583815 0.309428 0.518663 0.485067 0.512800 0.583705 0.309475 0.517932
0.583705 0.309475 0.517932 0.225750 0.341544 0.717045 0.319202 0.523662
0.717045 0.319202 0.523662 0.335014 0.452861 0.830997 0.305166 0.512974
0.542015 0.263414 0.556549 0.628111 0.538433 0.450150 0.238855 0.546707
0.450150 0.238855 0.546707 0.492114 0.549945 0.450741 0.241410 0.541077
0.450741 0.241410 0.541077 0.717822 0.563844 0.261426 0.236362 0.497726
0.261426 0.236362 0.497726 0.513954 0.458139 0.199258 0.240044 0.473109
0.199258 0.240044 0.473109 0.493246 0.526050 0.206521 0.245448 0.461349
0.206521 0.245448 0.461349 0.301875 0.381125 0.287061 0.239487 0.537403
0.502227 0.236954 0.546540 0.543970 0.408919 0.393800 0.218028 0.557349
0.393800 0.218028 0.557349 0.783625 0.607147 0.234004 0.243776 0.491561
0.234004 0.243776 0.491561 0.550100 0.527833 0.188562 0.249490 0.464974
0.188562 0.249490 0.464974 0.592111 0.693433 0.290126 0.262975 0.473092
0.290126 0.262975 0.473092 0.520948 0.446320 0.210168 0.258029 0.453612
0.210168 0.258029 0.453612 0.526359 0.490415 0.213486 0.259905 0.448807
0.213486 0.259905 0.448807 0.642639 0.639786 0.206196 0.259082 0.438720
0.206196 0.259082 0.438720 0.514312 0.480183 0.207482 0.259353 0.438511
0.207482 0.259353 0.438511 0.458200 0.546867 0.350268 0.263650 0.489578
0.350268 0.263650 0.489578 0.484500 0.582150 0.452892 0.278319 0.484828
0.452892 0.278319 0.484828 0.430659 0.503748 0.579084 0.297268 0.501082
0.579084 0.297268 0.501082 0.806019 0.626886 0.418614 0.233713 0.466805
0.418614 0.233713 0.466805 0.578296 0.490213 0.304513 0.243293 0.436136
0.304513 0.243293 0.436136 0.527339 0.492189 0.303281 0.240634 0.439123
0.491599 0.278570 0.454519 0.532111 0.750467 0.743435 0.325792 0.393740
0.555925 0.310927 0.440884 0.461961 0.509278 0.615679 0.308919 0.442882
0.615679 0.308919 0.442882 0.505497 0.653922 0.733167 0.320465 0.410532
0.569109 0.295924 0.452124 0.656144 0.578072 0.556480 0.302958 0.423722
0.556480 0.302958 0.423722 0.415986 0.426944 0.558353 0.301654 0.442158
0.483845 0.272541 0.473980 0.578815 0.421185 0.232521 0.246199 0.427383
0.484817 0.262029 0.471127 0.554942 0.458553 0.374626 0.247240 0.477411
0.374626 0.247240 0.477411 0.419092 0.491483 0.464853 0.250930 0.495279
0.464853 0.250930 0.495279 0.413433 0.524733 0.594071 0.274525 0.502338
0.594071 0.274525 0.502338 0.476278 0.337333 0.442408 0.291510 0.509892
0.442408 0.291510 0.509892 0.541317 0.451983 0.298485 0.275068 0.479947
0.298485 0.275068 0.479947 0.321800 0.455450 0.461772 0.297154 0.509710
0.461772 0.297154 0.509710 0.821664 0.896469 0.631706 0.289565 0.460891
0.631706 0.289565 0.460891 0.579021 0.494902 0.474312 0.270429 0.455348
0.474312 0.270429 0.455348 0.412089 0.461539 0.571763 0.279067 0.464195
0.571763 0.279067 0.464195 0.434100 0.562239 0.792514 0.323435 0.425410
0.792514 0.323435 0.425410 0.619444 0.508958 0.675892 0.297188 0.445740
0.510876 0.279763 0.484850 0.312872 0.096956 0.187959 0.281339 0.451942
0.432741 0.292563 0.519128 0.641333 0.535333 0.409485 0.291395 0.507525
0.409485 0.291395 0.507525 0.625350 0.764628 0.587118 0.261478 0.485109
0.609845 0.305298 0.518310 0.429992 0.531617 0.755330 0.333772 0.501871
0.755330 0.333772 0.501871 0.440525 0.294125 0.643696 0.298435 0.544087
0.635347 0.288382 0.554087 0.544300 0.447496 0.521109 0.266674 0.562761
0.521109 0.266674 0.562761 0.569922 0.360156 0.339999 0.279192 0.538109
0.339999 0.279192 0.538109 0.338083 0.500000 0.473429 0.262705 0.579696
